popularity,budget,revenue,original_title,cast,director,runtime,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj
1.28446,130000000,243843127,After Earth,Jaden Smith|Will Smith|Sophie Okonedo|ZoÃ« Kravitz|Glenn Morshower,M. Night Shyamalan,100,5/30/13,1792,5.1,2013,121684335.856255,228245299.708519
1.275381,43000000,158674180,The Heat,Sandra Bullock|Melissa McCarthy|DemiÃ¡n Bichir|Michael Rapaport|Taran Killam,Paul Feig,117,6/27/13,1166,6.6,2013,40249434.1678382,148524324.698737
1.261132,35000000,112544580,Saving Mr. Banks,Emma Thompson|Tom Hanks|Paul Giamatti|Colin Farrell|Ruth Wilson,John Lee Hancock,125,11/16/13,811,7.3,2013,32761167.3459148,105345480.550162
1.251506,28000000,29000000,Kick-Ass 2,Aaron Taylor-Johnson|ChloÃ« Grace Moretz|Christopher Mintz-Plasse|Clark Duke|Jim Carrey,Jeff Wadlow,103,7/17/13,1479,6.3,2013,26208933.8767318,27144967.2294723
1.227417,5000000,44030246,Oculus,Katee Sackhoff|Karen Gillan|Brenton Thwaites|James Lafferty|Rory Cochrane,Mike Flanagan,104,9/8/13,665,6.2,2013,4680166.76370212,41213778.7853656
1.21451,255000000,89289910,The Lone Ranger,Johnny Depp|Armie Hammer|William Fichtner|Helena Bonham Carter|James Badge Dale,Gore Verbinski,149,7/3/13,1607,6.0,2013,238688504.948808,83578333.8231908
1.212556,60000000,105200903,Gangster Squad,Sean Penn|Ryan Gosling|Emma Stone|Josh Brolin|Nick Nolte,Ruben Fleischer,113,1/10/13,1352,6.1,2013,56162001.1644254,98471553.9464102
1.200825,35000000,173965010,Identity Thief,Jason Bateman|Melissa McCarthy|Jon Favreau|Amanda Peet|T.I.,Seth Gordon,111,2/7/13,1361,5.6,2013,32761167.3459148,162837051.569821
1.188033,12000000,12077441,Stoker,Mia Wasikowska|Nicole Kidman|Matthew Goode|Dermot Mulroney|Jacki Weaver,Chan-wook Park,99,2/28/13,594,6.3,2013,11232400.232885,11304887.5917546
1.134425,9000000,6108720,All Is Lost,Robert Redford,J.C. Chandor,106,10/18/13,463,6.5,2013,8424300.17466382,5717965.66255248
1.120621,20000000,47241945,Texas Chainsaw 3D,Alexandra Daddario|Dan Yeager|Bill Moseley|Marilyn Burns|Tania Raymonde,John Luessenhop,92,1/3/13,302,5.4,2013,18720667.0548084,44220036.1683287
1.116296,2500000,6854611,The Spectacular Now,Miles Teller|Shailene Woodley|Brie Larson|Dayo Okeniyi|Masam Holden,James Ponsoldt,95,8/2/13,669,6.8,2013,2340083.38185106,6416144.51606139
1.114792,20000000,24261569,Trance,James McAvoy|Vincent Cassel|Rosario Dawson|Matt Cross|Danny Sapani,Danny Boyle,101,3/27/13,666,6.4,2013,18720667.0548084,22709637.7738131
1.108437,50000000,173649015,Anchorman 2: The Legend Continues,Will Ferrell|Steve Carell|Paul Rudd|Christina Applegate|David Koechner,Adam McKay,119,12/18/13,639,6.0,2013,46801667.6370212,162541269.710522
1.094958,200000000,491868548,Oz: The Great and Powerful,James Franco|Mila Kunis|Rachel Weisz|Michelle Williams|Zach Braff,Sam Raimi,130,3/7/13,2855,5.6,2013,187206670.548084,460405366.092004
1.089268,135000000,282570682,Turbo,Ryan Reynolds|Paul Giamatti|Michael PeÃ±a|Samuel L. Jackson|Luis GuzmÃ¡n,David Soren,96,7/11/13,805,6.1,2013,126364502.619957,264495582.858608
1.078745,20000000,8352885,Redemption,Jason Statham|Agata Buzek|Vicky McClure|Lee Asquith-Coe|Benedict Wong,Steven Knight,100,5/7/13,415,5.7,2013,18720667.0548084,7818578.9516052
1.07557,25000000,86175291,Pain & Gain,Mark Wahlberg|Dwayne Johnson|Anthony Mackie|Tony Shalhoub|Ed Harris,Michael Bay,130,4/18/13,1143,6.1,2013,23400833.8185106,80662946.5581117
1.06549,44000000,63327201,The Host,Saoirse Ronan|Diane Kruger|Jake Abel|William Hurt|Frances Fisher,Andrew Niccol,125,3/22/13,1399,6.0,2013,41185467.5205786,59276372.2716967
1.064357,30000000,4861022,Oldboy,Josh Brolin|Elizabeth Olsen|Samuel L. Jackson|Sharlto Copley|Lance Reddick,Spike Lee,104,11/14/13,403,6.0,2013,28081000.5822127,4550078.72040496
1.055997,18000000,20275812,Labor Day,Josh Brolin|Kate Winslet|Gattlin Griffith|Tobey Maguire|Tom Lipinski,Jason Reitman,111,12/27/13,189,6.6,2013,16848600.3493276,18978836.2858945
1.054366,15000000,146497771,Mama,Jessica Chastain|Nikolaj Coster-Waldau|Megan Charpentier|Isabelle NÃ©lisse|Daniel Kash,Andy Muschietti,100,1/17/13,931,6.0,2013,14040500.2911063,137126799.758128
1.047604,32000000,57284237,The Physician,Tom Payne|Ben Kingsley|Stellan SkarsgÃ¥rd|Olivier Martinez|Emma Rigby,Philipp StÃ¶lzl,155,12/25/13,253,7.2,2013,29953067.2876935,53619956.4182871
1.047374,13000000,18000000,Admission,Tina Fey|Paul Rudd|Ann Harada|Ben Levin|Dan Levy,Paul Weitz,107,3/21/13,230,5.4,2013,12168433.5856255,16848600.3493276
1.031715,25000000,115922175,The Butler,Forest Whitaker|David Banner|Michael Rainey Jr.|LaJessie Smith|Mariah Carey,Lee Daniels,132,8/16/13,724,7.2,2013,23400833.8185106,108507022.122212
1.020237,6000000,32438988,Movie 43,Dennis Quaid|Greg Kinnear|Common|Charlie Saxton|Will Sasso,Steven Brill|Elizabeth Banks|Steve Carr|Rusty Cundieff|James Duffy|Griffin Dunne|Peter Farrelly|Patrik Forsberg|James Gunn|Brett Ratner|Will Graham|Jonathan van Tulleken,90,1/1/13,564,4.4,2013,5616200.11644254,30363974.6971464
1.010837,13000000,48065672,21 & Over,Miles Teller|Skylar Astin|Justin Chon|Sarah Wright|Jonathan Keltz,Scott Moore|Jon Lucas,93,3/1/13,594,5.7,2013,12168433.5856255,44991072.1138815
1.002527,40000000,74597643,Escape from Planet Earth,Brendan Fraser|Rob Corddry|Ricky Gervais|Jessica Alba|Sarah Jessica Parker,Callan Brunker,89,2/14/13,242,5.8,2013,37441334.1096169,69825881.8838232
0.983805,40000000,44907260,Grudge Match,Robert De Niro|Sylvester Stallone|Alan Arkin|Jon Bernthal|Kevin Hart,Peter Segal,113,12/25/13,280,6.0,2013,37441334.1096169,42034693.1401859
0.976612,10900000,16505460,Belle,Gugu Mbatha-Raw|Tom Wilkinson|Miranda Richardson|Penelope Wilton|Emily Watson,Amma Asante,105,9/8/13,138,7.1,2013,10202763.5448706,15449661.0623229
0.968034,12000000,15008161,Machete Kills,Danny Trejo|Mel Gibson|Amber Heard|Michelle Rodriguez|SofÃ­a Vergara,Robert Rodriguez,107,9/12/13,399,5.2,2013,11232400.232885,14048139.259298
0.96795,28000000,97594140,Safe Haven,Julianne Hough|Josh Duhamel|Cobie Smulders|David Lyons|Mike Pniewski,Lasse HallstrÃ¶m,115,2/7/13,591,6.8,2013,26208933.8767318,91351370.0720184
0.941711,9500000,7800000,Bad Words,Jason Bateman|Kathryn Hahn|Allison Janney|Philip Baker Hall|Rohan Chand,Jason Bateman,88,9/6/13,227,6.2,2013,8892316.85103403,7301060.15137531
0.939402,15000000,19145732,The Bling Ring,Emma Watson|Israel Broussard|Taissa Farmiga|Katie Chang|Claire Julien,Sofia Coppola,90,6/12/13,714,5.3,2013,14040500.2911063,17921043.7146296
0.937954,11000000,3639345,Empire State,Liam Hemsworth|Dwayne Johnson|Emma Roberts|Nikki Reed|Lydia Hull,Dito Montiel,94,9/3/13,157,5.0,2013,10296366.8801446,3406548.3021291
0.934716,23000000,15600000,Behind the Candelabra,Michael Douglas|Matt Damon|Rob Lowe|Dan Aykroyd|Scott Bakula,Steven Soderbergh,118,5/26/13,209,6.6,2013,21528767.1130297,14602120.3027506
0.932599,78000000,248384621,Cloudy with a Chance of Meatballs 2,Bill Hader|Anna Faris|James Caan|Will Forte|Andy Samberg,Cody Cameron|Kris Pearn,95,9/26/13,637,6.4,2013,73010601.5137531,232496289.563789
0.92639,18000000,97505481,Blue Jasmine,Cate Blanchett|Alec Baldwin|Sally Hawkins|Bobby Cannavale|Louis C.K.,Woody Allen,98,7/25/13,680,6.9,2013,16848600.3493276,91268382.2909977
0.921438,28000000,1021398,Third Person,Liam Neeson|Mila Kunis|James Franco|Olivia Wilde|Adrien Brody,Paul Haggis,137,9/9/13,146,5.6,2013,26208933.8767318,956062.594422364
0.892454999999999,2500000,60141683,A Haunted House,Marlon Wayans|Essence Atkins|Nick Swardson|Cedric the Entertainer|David Koechner,Michael Tiddes,86,1/11/13,345,5.5,2013,2340083.38185106,56294621.1779418
0.890458,4800000,10337387,Only God Forgives,Ryan Gosling|Kristin Scott Thomas|Gordon Brown|Tom Burke|Vithaya Pansringarm,Nicolas Winding Refn,90,5/30/13,562,5.3,2013,4492960.09315403,9676139.01218528
0.886993,30000000,63372757,Side Effects,Rooney Mara|Jude Law|Channing Tatum|Catherine Zeta-Jones|Vinessa Shaw,Steven Soderbergh,106,2/7/13,987,6.3,2013,28081000.5822127,59319014.2071142
0.873687999999999,13500000,19255873,La migliore offerta,Geoffrey Rush|Jim Sturgess|Sylvia Hoeks|Donald Sutherland|Maximilian Dirr,Giuseppe Tornatore,124,1/1/13,389,7.7,2013,12636450.2619957,18024139.3641338
0.869067,30000000,27437881,The Incredible Burt Wonderstone,Steve Carell|Jim Carrey|Steve Buscemi|Olivia Wilde|James Gandolfini,Don Scardino,100,3/14/13,587,5.2,2013,28081000.5822127,25682771.7445228
0.864696999999999,10000000,21587700,Mud,Matthew McConaughey|Tye Sheridan|Jacob Lofland|Sam Shepard|Reese Witherspoon,Jeff Nichols,130,5/1/13,739,6.9,2013,9360333.52740424,20206807.2089544
0.860381,16000000,318982,Adore,Naomi Watts|Robin Wright|Xavier Samuel|James Frecheville|Ben Mendelsohn,Anne Fontaine,100,4/3/13,185,6.2,2013,14976533.6438467,298577.790923846
0.859276,18000000,22309223,The Railway Man,Jeremy Irvine|Colin Firth|Stellan SkarsgÃ¥rd|Michael MacKenzie|Nicole Kidman,Jonathan Teplitzky,116,12/26/13,181,6.6,2013,16848600.3493276,20882176.8017238
0.844465999999999,56000000,19701164,Broken City,Mark Wahlberg|Russell Crowe|Catherine Zeta-Jones|Jeffrey Wright|Barry Pepper,Allen Hughes,109,1/18/13,438,5.7,2013,52417867.7534637,18440946.5918089
0.816581,80000000,126546518,Walking With Dinosaurs,Charlie Rowe|Justin Long|Karl Urban|Angourie Rice|John Leguizamo,Neil Nightingale|Barry Cook,87,12/18/13,92,5.0,2013,74882668.2192339,118451761.521166
0.799644999999999,2900000,74918,No One Lives,Luke Evans|Adelaide Clemens|Lee Tergesen|Derek Magyar|America Olivo,RyÃ»hei Kitamura,86,3/9/13,83,5.3,2013,2714496.72294723,70125.7467206071
0.794369,8500000,9747,Welcome to the Punch,James McAvoy|Mark Strong|David Morrissey|Peter Mullan|Daniel Mays,Eran Creevy,99,3/15/13,198,5.5,2013,7956283.49829361,9123.51708916092
0.787443,60000000,60052138,Beautiful Creatures,Alden Ehrenreich|Alice Englert|Jeremy Irons|Viola Davis|Emmy Rossum,Richard LaGravenese,124,2/13/13,650,5.5,2013,56162001.1644254,56210804.0713706
0.784571,27220000,5496951,The Frozen Ground,Nicolas Cage|Vanessa Hudgens|John Cusack|Radha Mitchell|Jodi Lyn O'Keefe,Scott Walker,105,7/18/13,304,6.2,2013,25478827.8615943,5145329.47437983
0.782462,105000000,347434178,The Smurfs 2,Neil Patrick Harris|Christina Ricci|Katy Perry|Hank Azaria|Brendan Gleeson,Raja Gosnell,105,7/30/13,498,5.5,2013,98283502.0377446,325209978.489953
0.779447999999999,16000000,5867686,The Immigrant,Jeremy Renner|Marion Cotillard|Joaquin Phoenix|Dagmara DomiÅ„czyk|Gabriel Rush,James Gray,120,7/3/13,163,6.0,2013,14976533.6438467,5492349.79940805
0.774149,40000000,95020213,42,Chadwick Boseman|T.R. Knight|Harrison Ford|Nicole Beharie|Christopher Meloni,Brian Helgeland,128,4/12/13,648,6.8,2013,37441334.1096169,88942088.5524993
0.765495,10000000,1585582,Lovelace,Amanda Seyfried|Peter Sarsgaard|Hank Azaria|Adam Brody|James Franco,Rob Epstein|Jeffrey Friedman,92,8/8/13,147,6.0,2013,9360333.52740424,1484157.63550486
0.752327,4600000,23198652,The Way Way Back,Liam James|Steve Carell|Toni Collette|AnnaSophia Robb|Sam Rockwell,Jim Rash|Nat Faxon,103,6/6/13,490,7.1,2013,4305753.42260595,21714712.0106183
0.751379,28000000,8555008,The Fifth Estate,Benedict Cumberbatch|Dan Stevens|Daniel BrÃ¼hl|Alicia Vikander|Carice van Houten,Bill Condon,128,10/11/13,231,5.6,2013,26208933.8767318,8007772.82096115
0.74452,25000000,6399,The Adventurer: The Curse of the Midas Box,Aneurin Barnard|Michael Sheen|Lena Headey|Sam Neill|Ioan Gruffudd,Jonathan Newman,99,12/5/13,49,5.2,2013,23400833.8185106,5989.67742418597
0.744185,25500000,2415472,Blood Ties,Clive Owen|Billy Crudup|Marion Cotillard|Mila Kunis|Zoe Saldana,Guillaume Canet,128,8/22/13,125,5.8,2013,23868850.4948808,2260962.35461061
0.734349,120000000,415440673,The Wolverine,Hugh Jackman|Tao Okamoto|Rila Fukushima|Hiroyuki Sanada|Svetlana Khodchenkova,James Mangold,126,7/23/13,2986,6.4,2013,112324002.32885,388866326.012928
0.733975,35000000,42930462,Snitch,Dwayne Johnson|Barry Pepper|Jon Bernthal|Susan Sarandon|Michael Kenneth Williams,Ric Roman Waugh,112,2/21/13,917,5.7,2013,32761167.3459148,40184344.2805554
0.732485,55000000,110000000,Free Birds,Owen Wilson|Woody Harrelson|Amy Poehler|George Takei|Colm Meaney,Jimmy Hayward,91,10/30/13,185,5.8,2013,51481834.4007233,102963668.801446
0.724877,12000000,17654912,Nebraska,Bruce Dern|Will Forte|Bob Odenkirk|June Squibb|Stacy Keach,Alexander Payne,115,9/21/13,400,7.3,2013,11232400.232885,16525586.4716971
0.723277,20000000,78378744,Scary Movie 5,Simon Rex|Ashley Tisdale|Charlie Sheen|Lindsay Lohan|Erica Ash,Malcolm D. Lee,86,4/11/13,532,4.6,2013,18720667.0548084,73365118.5299034
0.707968,25000000,2054941,Man of Tai Chi,Keanu Reeves|Tiger Hu Chen|Jeremy Marinas|Steven Dasz|Karen Mok,Keanu Reeves,105,7/4/13,193,5.6,2013,23400833.8185106,1923493.31391376
0.707197,8500000,22456509,Baggage Claim,Paula Patton|Adam Brody|Djimon Hounsou|Taye Diggs|Christina Milian,David E. Talbert,96,9/27/13,65,5.8,2013,7956283.49829361,21020041.4101155
0.687654,25000000,74188937,August: Osage County,Meryl Streep|Julia Roberts|Chris Cooper|Ewan McGregor|Margo Martindale,John Wells,121,12/26/13,307,6.8,2013,23400833.8185106,69443319.4363581
0.639506,3000000,11176469,Before Midnight,Ethan Hawke|Julie Delpy|Seamus Davey-Fitzpatrick|Jennifer Prior|Charlotte Prior,Richard Linklater,108,4/5/13,346,7.1,2013,2808100.05822127,10461547.7498694
0.625753,5000000,86362372,Paranormal Activity: The Marked Ones,Richard Cabral|Carlos Pratts|Eddie J. Fernandez|Jorge Diaz|David Fernandez Jr.,Christopher B. Landon,84,12/31/13,283,5.3,2013,4680166.76370212,80838060.6137757
0.598453,12000000,35931410,Jobs,Ashton Kutcher|Dermot Mulroney|Amanda Crew|James Woods|Josh Gad,Joshua Michael Stern,128,8/16/13,908,6.0,2013,11232400.232885,33632998.1709908
0.596009,3500000,25174316,Dark Skies,Keri Russell|Josh Hamilton|Dakota Goyo|J.K. Simmons|Trevor St. John,Scott Stewart,97,2/21/13,404,6.0,2013,3276116.73459148,23563999.4084269
0.592819,1000000,2963902,In a World...,Lake Bell|Fred Melamed|Michaela Watkins|Ken Marino|Demetri Martin,Lake Bell,93,8/9/13,143,6.4,2013,936033.352740424,2774311.12625405
0.58119,35000000,13785015,Paranoia,Liam Hemsworth|Harrison Ford|Gary Oldman|Amber Heard|Josh Holloway,Robert Luketic,106,8/14/13,238,5.6,2013,32761167.3459148,12903233.808027
0.5641,5000000,1189612,Repentance,Forest Whitaker|Anthony Mackie|Sanaa Lathan|Nicole Ari Parker|Mike Epps,Philippe Caland,90,1/20/13,18,4.8,2013,4680166.76370212,1113516.50882024
0.54416,22000000,15400000,Out of the Furnace,Christian Bale|Zoe Saldana|Woody Harrelson|Sam Shepard|Willem Dafoe,Scott Cooper,116,12/6/13,469,6.4,2013,20592733.7602893,14414913.6322025
0.53635,1500000,3566225,The To Do List,Aubrey Plaza|Johnny Simmons|Bill Hader|Alia Shawkat|Sarah Steele,Maggie Carey,104,7/24/13,225,5.6,2013,1404050.02911063,3338105.54337672
0.522347,160000000,788679850,Fast & Furious 6,Paul Walker|Vin Diesel|Dwayne Johnson|Jordana Brewster|Luke Evans,Justin Lin,130,5/6/13,4368,6.6,2013,149765336.438467,738230644.234315
0.506169,20000000,16549477,Battle of the Year,Josh Holloway|Josh Peck|Chris Brown|Laz Alonso|Caity Lotz,Benson Lee,110,9/21/13,62,5.9,2013,18720667.0548084,15490862.4424105
0.476673,100000,444098,Upstream Color,Amy Seimetz|Shane Carruth|Andrew Sensenig|Thiago Martins|Carolyn King,Shane Carruth,96,4/5/13,163,6.5,2013,93603.3352740424,415690.539885317
0.457857,20000000,27187375,Khumba,Jake T. Austin|Liam Neeson|Steve Buscemi|AnnaSophia Robb|Laurence Fishburne,Anthony Silverston,85,7/18/13,51,5.8,2013,18720667.0548084,25448289.7734612
0.457768,10000000,30283,Jimmy P.,Benicio del Toro|Mathieu Amalric|Elya Baskin|A Martinez|Misty Upham,Arnaud Desplechin,117,9/11/13,18,4.6,2013,9360333.52740424,28345.8980210382
0.442256,17500000,7018189,Black Nativity,Forest Whitaker|Angela Bassett|Jennifer Hudson|Tyrese Gibson|Jacob Latimore,Kasi Lemmons,93,11/27/13,10,6.2,2013,16380583.6729574,6569258.97983596
0.412492,4000000,9221,The Sacrament,Joe Swanberg|AJ Bowen|Kentucker Audley|Gene Jones|Amy Seimetz,Ti West,99,9/2/13,69,5.4,2013,3744133.41096169,8631.16354561945
0.387592,7000000,6147,Sweetwater,Ed Harris|January Jones|Jason Isaacs|Eduardo Noriega|Jason Aldean,Logan Miller,95,1/24/13,41,5.7,2013,6552233.46918297,5753.79701929539
0.381676,10000000,1034589,Phantom,Ed Harris|David Duchovny|Lance Henriksen|William Fichtner|Johnathon Schaech,Todd Robinson,99,1/3/13,77,5.4,2013,9360333.52740424,968409.810378363
0.364964,8000000,9630444,Wolf Creek 2,John Jarratt|Ryan Corr|Shannon Ashlyn|Phillipe Klaus|Gerard Kennedy,Greg McLean,106,8/30/13,81,5.6,2013,7488266.82192339,9014416.7856989
0.359864,18000000,7972967,Metallica: Through the Never,Dane DeHaan|Mackenzie Gray|James Hetfield|Lars Ulrich|Kirk Hammett,NimrÃ³d Antal,93,9/25/13,53,6.6,2013,16848600.3493276,7462963.03229876
0.354271,70000000,18662027,Legends of Oz: Dorothy's Return,Lea Michele|Dan Aykroyd|Patrick Stewart|Hugh Dancy|Jim Belushi,Dan St. Pierre,88,6/13/13,36,6.1,2013,65522334.6918297,17468279.7017423
0.341686,4900000,2159041,Austenland,Keri Russell|J. J. Feild|Bret McKenzie|Jennifer Coolidge|James Callis,Jerusha Hess,97,8/15/13,111,6.6,2013,4586563.42842808,2020934.38593403
0.33771,6500000,2401510,The East,Brit Marling|Alexander SkarsgÃ¥rd|Ellen Page|Toby Kebbell|Shiloh Fernandez,Zal Batmanglij,116,5/31/13,179,6.3,2013,6084216.79281276,2247893.45693965
0.332741,17000000,71625195,The Best Man Holiday,Terrence Howard|Harold Perrineau|Morris Chestnut|Sanaa Lathan|Taye Diggs,Malcolm D. Lee,123,11/15/13,78,7.0,2013,15912566.9965872,67043571.4165367
0.312975,33000000,9494789,The Young and Prodigious T.S. Spivet,Kyle Catlett|Helena Bonham Carter|Judy Davis|Callum Keith Rennie|Niamh Wilson,Jean-Pierre Jeunet,105,10/16/13,157,6.7,2013,30889100.640434,8887439.1812329
0.510294999999999,250000,56825,The Canyons,Lindsay Lohan|Gus Van Sant|James Deen|Nolan Gerard Funk|Amanda Brooks,Paul Schrader,99,7/29/13,41,4.4,2013,234008.338185106,53190.0952694746
0.296763,15,122,Make Your Move,Derek Hough|BoA|Will Yun Lee|Izabella Miko|Miki Ishikawa,Duane Adler,110,8/7/13,20,5.9,2013,14.0405002911063,114.196069034331
0.295687,4000000,350006,The Face of Love,Annette Bening|Ed Harris|Robin Williams|Jess Weixler|Amy Brenneman,Arie Posin,92,10/25/13,30,5.8,2013,3744133.41096169,327617.289659265
0.273681,10000000,653651,Parkland,Zac Efron|Billy Bob Thornton|Ron Livingston|Tom Welling|Paul Giamatti,Peter Landesman,94,10/2/13,86,5.8,2013,9360333.52740424,611839.137052131
0.238632,5000000,15179302,The Last Exorcism Part II,Ashley Bell|Julia Garner|Andrew Sensenig|Spencer Treat Clark|Judd Lormand,Ed Gass-Donnelly,88,2/28/13,145,4.5,2013,4680166.76370212,14208332.9433194
0.230595,6000000,1066471,What Maisie Knew,Alexander SkarsgÃ¥rd|Julianne Moore|Steve Coogan|Onata Aprile|Joanna Vanderham,Scott McGehee|David Siegel,93,5/2/13,98,7.5,2013,5616200.11644254,998252.425730433
0.229656,35000000,27330000,Mandela: Long Walk to Freedom,Idris Elba|Naomie Harris|Tony Kgoroge|Riaad Moosa|Fana Mokoena,Justin Chadwick,141,12/6/13,165,6.5,2013,32761167.3459148,25581791.5303958
0.227851,12000000,100129872,Philomena,Judi Dench|Steve Coogan|Sophie Kennedy Clark|Mare Winningham|Barbara Jefford,Stephen Frears,98,11/1/13,360,7.4,2013,11232400.232885,93724899.7976296
0.222776,10,11,Hross Ã­ oss,Ingvar Eggert SigurÃ°sson|Charlotte BÃ¸ving|Steinn Ãrmann MagnÃºsson|KristbjÃ¶rg Kjeld|Helgi BjÃ¶rnsson,Benedikt Erlingsson,85,8/30/13,11,6.5,2013,9.36033352740424,10.2963668801446
0.457265,15000000,21766271,Diana,Naomi Watts|Naveen Andrews|Charles Edwards|Douglas Hodge|Lee Asquith-Coe,Oliver Hirschbiegel,113,9/19/13,122,5.0,2013,14040500.2911063,20373955.6207866
0.384555,7500000,1359910,Gimme Shelter,Vanessa Hudgens|Rosario Dawson|Brendan Fraser|Stephanie Szostak|James Earl Jones,Ron Krauss,101,10/17/13,55,6.4,2013,7020250.14555318,1272921.11672523
0.367908,18000000,10501938,Getaway,Ethan Hawke|Selena Gomez|Jon Voight|Paul Freeman|Bruce Payne,Courtney Solomon,90,8/29/13,174,5.0,2013,16848600.3493276,9830164.23641207
0.171647,1052753,466088,On the Job,Piolo Pascual|Gerald Anderson|Angel Aquino|Shaina Magdayao|Michael De Mesa,Erik Matti,120,5/23/13,23,5.9,2013,985411.92019754,436273.913312079
0.411515,3000000,1675381,Nothing Left to Fear,Clancy Brown|James Tupper|Anne Heche|Ethan Peck|Jennifer Stone,Anthony Leonardi III,100,9/26/13,39,4.6,2013,2808100.05822127,1568212.4945476
0.0758669999999999,1200000,2861020,Home Run,Scott Elrod|Dorian Brown|Charles Henry Wyson|James Devoti|Nicole Leigh,David Boyd,114,4/19/13,19,6.5,2013,1123240.0232885,2678010.14285741
0.040858,58000000,44000000,The Internship,Owen Wilson|Vince Vaughn|Tiya Sircar|Rose Byrne|Josh Gad,Shawn Levy,119,6/7/13,1174,6.1,2013,54289934.4589446,41185467.5205786
0.010335,30000000,68129518,Ð¡Ñ‚Ð°Ð»Ð¸Ð½Ð³Ñ€Ð°Ð´,Thomas Kretschmann|Yanina Studilina|Philippe Reinhardt|Heiner Lauterbach|Maria Smolnikova,Fyodor Bondarchuk,131,10/9/13,64,5.5,2013,28081000.5822127,63771501.1541291
